company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Real,join-real.com,New York,NY,United States,133,http://www.linkedin.com/company/realnyc,2019,Health,622,626,40635000,1,,,,,,$16M,https://www.growjo.com/company/Real,https://www.indeed.com/jobs?q=company%3A(Real),233%,For Contact Direct Phone Numbers and Emails see Lead411
Socotra,socotra.com,San Francisco,CA,United States,197,http://www.linkedin.com/company/socotra,2014,Fintech,623,627,28928250,7,"fintech, saas",,,,,$43.9M,https://www.growjo.com/company/Socotra,https://www.indeed.com/jobs?q=company%3A(Socotra),30%,For Contact Direct Phone Numbers and Emails see Lead411
Aviation Capital Group (ACG),aviationcapitalgroup.com,Newport Beach,CA,United States,145,http://www.linkedin.com/company/aviation-capital-group,1989,Aviation,624,628,40196400,1,,,,,,,https://www.growjo.com/company/Aviation_Capital_Group_(ACG),https://www.indeed.com/jobs?q=company%3A(Aviation Capital Group (ACG)),4%,For Contact Direct Phone Numbers and Emails see Lead411
Engage3,engage3.com,Davis,CA,United States,223,http://www.linkedin.com/company/engage3,2008,Business Intelligence,625,629,35217000,4,saas,,,,,$59M,https://www.growjo.com/company/Engage3,https://www.indeed.com/jobs?q=company%3A(Engage3),142%,For Contact Direct Phone Numbers and Emails see Lead411
VergeSense,vergesense.com,San Francisco,CA,United States,134,http://www.linkedin.com/company/vergesense,,Analytics,626,630,21220500,16,"Hardware, Artificial Intelligence, Sensors, Internet of Things, Commercial Real Estate",,,,,$82.6M,https://www.growjo.com/company/VergeSense,https://www.indeed.com/jobs?q=company%3A(VergeSense),47%,For Contact Direct Phone Numbers and Emails see Lead411
Jabu,gojabu.com,Windhoek,,Namibia,170,http://www.linkedin.com/company/jabu,2020,Logistics,627,631,65758000,1,,,,,,,https://www.growjo.com/company/Jabu,https://www.indeed.com/jobs?q=company%3A(Jabu),386%,For Contact Direct Phone Numbers and Emails see Lead411
LINE MAN Wongnai,lmwn.com,Bangkok,,Thailand,962,http://www.linkedin.com/company/line-man-wongnai,2020,DeliveryTech,628,632,168000000,1,,GIC,,,1000000000,,https://www.growjo.com/company/LINE_MAN_Wongnai,https://www.indeed.com/jobs?q=company%3A(LINE MAN Wongnai),39%,For Contact Direct Phone Numbers and Emails see Lead411
Ascend Wellness Holdings,awholdings.com,New York,NY,United States,567,http://www.linkedin.com/company/ascendwellnessholdings,,Cannabis,629,633,154990800,50,,,,,,$509.2M,https://www.growjo.com/company/Ascend_Wellness_Holdings,https://www.indeed.com/jobs?q=company%3A(Ascend Wellness Holdings),16%,For Contact Direct Phone Numbers and Emails see Lead411
Waterplan (YC S21),waterplan.com,San Francisco,CA,United States,72,http://www.linkedin.com/company/waterplan-ai,2020,Tech Services,630,634,11020000,1,,,,,,$2.7M,https://www.growjo.com/company/Waterplan_(YC_S21),https://www.indeed.com/jobs?q=company%3A(Waterplan (YC S21)),227%,For Contact Direct Phone Numbers and Emails see Lead411
Vital,vitaler.com,Atlanta,GA,United States,95,http://www.linkedin.com/company/vital-software,2017,AI,631,635,14280000,1,,,,,,,https://www.growjo.com/company/Vital,https://www.indeed.com/jobs?q=company%3A(Vital),313%,For Contact Direct Phone Numbers and Emails see Lead411
Span.IO,span.io,San Francisco,CA,United States,219,http://www.linkedin.com/company/spanio,,Environmental,632,636,51922500,24,"Energy, Renewable Energies, Renewable Tech",,,,,$112.1M,https://www.growjo.com/company/Span.IO,https://www.indeed.com/jobs?q=company%3A(Span.IO),75%,For Contact Direct Phone Numbers and Emails see Lead411
Cerby,cerby.com,San Francisco,CA,United States,62,http://www.linkedin.com/company/cerby,2020,Tech Services,633,637,8352000,1,,,,,,,https://www.growjo.com/company/Cerby,https://www.indeed.com/jobs?q=company%3A(Cerby),226%,For Contact Direct Phone Numbers and Emails see Lead411
Sila Nanotechnologies,silanano.com,Alameda,CA,United States,342,http://www.linkedin.com/company/sila-nanotechnologies-inc-,2011,Electronics,634,638,111702850,47,"Automotive,Biotechnology,Cleantech,Hardware,Hardware Peripherals,Solar Power,Wind Power",Sutter Hill Ventures.,,B2B,3300000000,$880.5M,https://www.growjo.com/company/Sila_Nanotechnologies,https://www.indeed.com/jobs?q=company%3A(Sila Nanotechnologies),11%,For Contact Direct Phone Numbers and Emails see Lead411
The Westin Tempe,marriott.com,Tempe,AZ,United States,30,http://www.linkedin.com/company/the-westin-tempe,,Hospitality,635,639,2850000000,1,,,,,53021000000,,https://www.growjo.com/company/The_Westin_Tempe,https://www.indeed.com/jobs?q=company%3A(The Westin Tempe),3%,For Contact Direct Phone Numbers and Emails see Lead411
Persona Identities,withpersona.com,San Francisco,CA,United States,226,http://www.linkedin.com/company/persona-identities,2018,IT Security,636,640,51974100,1,"Security, Developer APIs, Fraud Detection, Identity Management, Identity, Online Identity, Identity Theft Protection",,,,1500000000,$217.5M,https://www.growjo.com/company/Persona_Identities,https://www.indeed.com/jobs?q=company%3A(Persona Identities),84%,For Contact Direct Phone Numbers and Emails see Lead411
Uptycs,uptycs.com,Waltham,MA,United States,298,http://www.linkedin.com/company/uptycs,2016,IT Security,637,641,81092040,1,"Enterprise Security, Information Security, Cyber Security, Cloud Security",,,,,$93M,https://www.growjo.com/company/Uptycs,https://www.indeed.com/jobs?q=company%3A(Uptycs),55%,For Contact Direct Phone Numbers and Emails see Lead411
Coala Life,coalalife.com,Stockholm,,Sweden,145,http://www.linkedin.com/company/coala-life-ab,2015,Medical Equip,638,642,9538000,1,,,,,,,https://www.growjo.com/company/Coala_Life,https://www.indeed.com/jobs?q=company%3A(Coala Life),383%,For Contact Direct Phone Numbers and Emails see Lead411
Statespace,statespace.gg,New York,NY,United States,114,http://www.linkedin.com/company/statespace,2017,Gaming,639,643,24240000,11,"Big Data, Artificial Intelligence, Neuroscience, eSports",,,,,$102.1M,https://www.growjo.com/company/Statespace,https://www.indeed.com/jobs?q=company%3A(Statespace),104%,For Contact Direct Phone Numbers and Emails see Lead411
Rhombus Systems,rhombussystems.com,Sacramento,CA,United States,140,http://www.linkedin.com/company/rhombus-systems,2016,Security,640,644,29284200,1,,,,,,,https://www.growjo.com/company/Rhombus_Systems,https://www.indeed.com/jobs?q=company%3A(Rhombus Systems),312%,For Contact Direct Phone Numbers and Emails see Lead411
My Eyelab,myeyelab.com,Coral Springs,FL,United States,246,http://www.linkedin.com/company/myeyelab,2013,Retail,641,645,87962500,10,,,,,,,https://www.growjo.com/company/My_Eyelab,https://www.indeed.com/jobs?q=company%3A(My Eyelab),8%,For Contact Direct Phone Numbers and Emails see Lead411
Genesis Global Technology,genesis.global,New York,NY,United States,257,http://www.linkedin.com/company/genesis-global-technology,2012,Fintech,642,646,37732500,1,,"Tribeca Angels, Illuminate Financial",,,,$249.8M,https://www.growjo.com/company/Genesis_Global_Technology,https://www.indeed.com/jobs?q=company%3A(Genesis Global Technology),26%,For Contact Direct Phone Numbers and Emails see Lead411
Capriotti's Sandwich Shop,capriottis.com,Las Vegas,NV,United States,449,http://www.linkedin.com/company/capriottis,1976,Restaurants,643,647,117906250,,,,,,,,https://www.growjo.com/company/Capriotti's_Sandwich_Shop,https://www.indeed.com/jobs?q=company%3A(Capriotti's Sandwich Shop),13%,For Contact Direct Phone Numbers and Emails see Lead411
Mangata Networks,mangatanetworks.com,Phoenix,AZ,United States,86,http://www.linkedin.com/company/mangata-networks,2020,Telecom,644,648,31525000,1,,,,,,,https://www.growjo.com/company/Mangata_Networks,https://www.indeed.com/jobs?q=company%3A(Mangata Networks),310%,For Contact Direct Phone Numbers and Emails see Lead411
CoolSys,coolsys.com,Brea,CA,United States,441,http://www.linkedin.com/company/cool-sys,,Construction,645,649,244687500,112,,,,,,,https://www.growjo.com/company/CoolSys,https://www.indeed.com/jobs?q=company%3A(CoolSys),11%,For Contact Direct Phone Numbers and Emails see Lead411
Rapyd,rapyd.net,London,,UK,649,http://www.linkedin.com/company/rapydpayments,2016,Internet,646,650,75000000,,,,,,,,https://www.growjo.com/company/Rapyd,https://www.indeed.com/jobs?q=company%3A(Rapyd),36%,For Contact Direct Phone Numbers and Emails see Lead411
9fin,9fin.com,London,,UK,102,http://www.linkedin.com/company/9fin,2016,Fintech,647,651,17030000,1,,,,,,,https://www.growjo.com/company/9fin,https://www.indeed.com/jobs?q=company%3A(9fin),308%,For Contact Direct Phone Numbers and Emails see Lead411
ConnexPay,connexpay.com,Minneapolis,MN,United States,77,http://www.linkedin.com/company/connexpay,,Fintech,648,652,10530000,1,,,,,,$35.1M,https://www.growjo.com/company/ConnexPay,https://www.indeed.com/jobs?q=company%3A(ConnexPay),79%,For Contact Direct Phone Numbers and Emails see Lead411
Kangarootime,kangarootime.com,Buffalo,NY,United States,66,http://www.linkedin.com/company/kangarootime,2015,EdTech,649,653,8404200,1,"Education, Child Care",,,,,$11.5M,https://www.growjo.com/company/Kangarootime,https://www.indeed.com/jobs?q=company%3A(Kangarootime),50%,For Contact Direct Phone Numbers and Emails see Lead411
Apex.AI,apex.ai,Palo Alto,CA,United States,122,http://www.linkedin.com/company/apex-ai,,3D,650,654,21760000,1,,,,,,$72M,https://www.growjo.com/company/Apex.AI,https://www.indeed.com/jobs?q=company%3A(Apex.AI),51%,For Contact Direct Phone Numbers and Emails see Lead411
Nomi Health,nomihealth.com,Orem,UT,United States,459,http://www.linkedin.com/company/nomi-health,,Digital Health,651,655,88375000,1,,,,,,$110M,https://www.growjo.com/company/Nomi_Health,https://www.indeed.com/jobs?q=company%3A(Nomi Health),124%,For Contact Direct Phone Numbers and Emails see Lead411
Alma,helloalma.com,New York,NY,United State,558,http://www.linkedin.com/company/withalma,2018,Hospital/Healthcare,652,656,272160000,,,,,,,,https://www.growjo.com/company/Alma,https://www.indeed.com/jobs?q=company%3A(Alma),94%,For Contact Direct Phone Numbers and Emails see Lead411
Sana Benefits,sanabenefits.com,Austin,TX,United States,279,http://www.linkedin.com/company/sana-benefits,2017,Fintech,653,657,40946750,5,"Healthcare, Insurance, Health and Insurance, Fin Tech",,,,,$46.8M,https://www.growjo.com/company/Sana_Benefits,https://www.indeed.com/jobs?q=company%3A(Sana Benefits),48%,For Contact Direct Phone Numbers and Emails see Lead411
Vouch Insurance,vouch.us,San Francisco,CA,United States,212,http://www.linkedin.com/company/vouch-group,,Fintech,654,658,31164250,25,"Insurance, Technology",,,,550000000,$184.2M,https://www.growjo.com/company/Vouch_Insurance,https://www.indeed.com/jobs?q=company%3A(Vouch Insurance),24%,For Contact Direct Phone Numbers and Emails see Lead411
Clever Real Estate,listwithclever.com,St Louis,MO,United States,104,http://www.linkedin.com/company/cleverrealestate,2017,Real Estate,655,659,16350000,11,,,,,,$13.2M,https://www.growjo.com/company/Clever_Real_Estate,https://www.indeed.com/jobs?q=company%3A(Clever Real Estate),68%,For Contact Direct Phone Numbers and Emails see Lead411
Mansfield Public School,,Mansfield,AR,United States,181,http://www.linkedin.com/company/mansfield-public-school,,Hospital/Healthcare,656,660,69201000,1,,,,,,,https://www.growjo.com/company/Mansfield_Public_School,https://www.indeed.com/jobs?q=company%3A(Mansfield Public School),248%,For Contact Direct Phone Numbers and Emails see Lead411
Talkiatry,talkiatry.com,New York,NY,United States,315,http://www.linkedin.com/company/talkiatry,,Digital Health,657,661,60725000,1,,,,,,$37M,https://www.growjo.com/company/Talkiatry,https://www.indeed.com/jobs?q=company%3A(Talkiatry),146%,For Contact Direct Phone Numbers and Emails see Lead411
St. Croix Hospice,stcroixhospice.com,Oakdale,MN,United States,565,http://www.linkedin.com/company/st-croix-hospice,,Hospital/Healthcare,658,662,275562000,1,,,,,,,https://www.growjo.com/company/St._Croix_Hospice,https://www.indeed.com/jobs?q=company%3A(St. Croix Hospice),20%,For Contact Direct Phone Numbers and Emails see Lead411
Parallel Learning,parallellearning.com,New York,NY,USA,92,http://www.linkedin.com/company/join-parallel,2021,Health,659,663,26190000,1,,,,,,$11.3M,https://www.growjo.com/company/Parallel_Learning,https://www.indeed.com/jobs?q=company%3A(Parallel Learning),217%,For Contact Direct Phone Numbers and Emails see Lead411
Tackle.io,tackle.io,Newton,MA,United States,329,http://www.linkedin.com/company/tackle-io,2016,Martech,660,664,61341000,1,,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",,,1250000000,$148.3M,https://www.growjo.com/company/Tackle.io,https://www.indeed.com/jobs?q=company%3A(Tackle.io),87%,For Contact Direct Phone Numbers and Emails see Lead411
Fund That Flip,fundthatflip.com,New York,NY,United States,206,http://www.linkedin.com/company/fundthatflip,,Real Estate,661,665,34830000,1,,,,,,$33.2M,https://www.growjo.com/company/Fund_That_Flip,https://www.indeed.com/jobs?q=company%3A(Fund That Flip),217%,For Contact Direct Phone Numbers and Emails see Lead411
DISCO,csdisco.com,Austin,TX,United States,757,http://www.linkedin.com/company/cs-disco-llc,2012,Legaltech,662,666,99720000,58,"eDiscovery, Processing, and Document review, saas",LiveOak Venture Partners and Bessemer Venture Partners,,,1709000000,$233.6M,https://www.growjo.com/company/DISCO,https://www.indeed.com/jobs?q=company%3A(DISCO),43%,For Contact Direct Phone Numbers and Emails see Lead411
Xealth,xealth.io,Seattle,WA,United States,87,http://www.linkedin.com/company/xealth,2017,Digital Health,663,667,12740000,5,"Health Care Information Technology, Health and Wellness, Heathcare, Digital Health",,,,,$52.5M,https://www.growjo.com/company/Xealth,https://www.indeed.com/jobs?q=company%3A(Xealth),40%,For Contact Direct Phone Numbers and Emails see Lead411
VNDLY,vndly.com,Cincinnati,OH,United States,158,http://www.linkedin.com/company/vndly,2017,Tech Services,664,668,25875250,3,,,,,,$58M,https://www.growjo.com/company/VNDLY,https://www.indeed.com/jobs?q=company%3A(VNDLY),44%,For Contact Direct Phone Numbers and Emails see Lead411
Sigma Computing,sigmacomputing.com,San Francisco,CA,United States,444,http://www.linkedin.com/company/sigmacomputing,2014,Business Intelligence,665,669,82854800,6,"Cloud Computing, Analytics, Business Intelligence, Big Data Analytics",,,,,$381.3M,https://www.growjo.com/company/Sigma_Computing,https://www.indeed.com/jobs?q=company%3A(Sigma Computing),131%,For Contact Direct Phone Numbers and Emails see Lead411
Lacework,lacework.com,San Jose,CA,United States,985,http://www.linkedin.com/company/lacework,2015,IT Security,666,670,301638480,34,saas,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management",,,8300000000,$1.9B,https://www.growjo.com/company/Lacework,https://www.indeed.com/jobs?q=company%3A(Lacework),146%,For Contact Direct Phone Numbers and Emails see Lead411
Truebill,truebill.com,Silver Spring,MD,United States,220,http://www.linkedin.com/company/truebill,,Fintech,667,671,32282250,23,Personal Finance,,,,,$83.9M,https://www.growjo.com/company/Truebill,https://www.indeed.com/jobs?q=company%3A(Truebill),20%,For Contact Direct Phone Numbers and Emails see Lead411
Pye-Barker Fire and Safety,pyebarkerfire.com,Alpharetta,GA,United States,437,http://www.linkedin.com/company/pye-barker-fire-&-safety,1946,Construction,668,672,242512500,1,"Construction,Information Security,Physical Security,Security",,,,,,https://www.growjo.com/company/Pye-Barker_Fire_and_Safety,https://www.indeed.com/jobs?q=company%3A(Pye-Barker Fire and Safety),16%,For Contact Direct Phone Numbers and Emails see Lead411
Walnut,walnut.io,New York,NY,United States,128,http://www.linkedin.com/company/teamwalnut,2020,Tech Services,669,673,19285000,1,,,,,,,https://www.growjo.com/company/Walnut,https://www.indeed.com/jobs?q=company%3A(Walnut),129%,For Contact Direct Phone Numbers and Emails see Lead411
Headout,headout.com,New York,NY,United States,422,http://www.linkedin.com/company/headout-com,2014,Leisure,670,674,142340330,11,Mobile,"Nexus Venture Partners, Version One Ventures",500 Startups,,,$57.7M,https://www.growjo.com/company/Headout,https://www.indeed.com/jobs?q=company%3A(Headout),101%,For Contact Direct Phone Numbers and Emails see Lead411
VandSH Offshore Solutions,vshoffshoresolutions.com,The Hague,,Netherlands,80,http://www.linkedin.com/company/vsh-offshore-solutions,,Environmental,671,675,19950000,1,,,,,,,https://www.growjo.com/company/VandSH_Offshore_Solutions,https://www.indeed.com/jobs?q=company%3A(VandSH Offshore Solutions),371%,For Contact Direct Phone Numbers and Emails see Lead411
